City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
139,carnarvon,-24.8667,113.6333,22.11,57,64,7.23,AU,1729135158
140,onsala,57.4253,12.029,8.24,84,19,1.79,SE,1729135159
141,sitka,57.0531,-135.33,8.94,76,100,2.57,US,1729135160
142,vallo della lucania,40.2297,15.2658,20.93,69,100,1.73,IT,1729135089
143,antofagasta,-23.65,-70.4,14.6,76,51,3.04,CL,1729134912
144,whitehorse,60.7161,-135.0538,0.43,93,100,7.2,CA,1729135164
145,timaru,-44.4,171.25,13.37,73,100,2.68,NZ,1729135165
146,flying fish cove,-10.4217,105.6791,26.42,66,89,7.14,CX,1729135166
147,namsos,64.4662,11.4957,6.95,76,100,5.14,NO,1729135167
148,tsiombe,-25.3,45.4833,17.06,62,100,3.2,MG,1729135168
149,gwadar,25.1216,62.3254,28.59,48,40,4.2,PK,1729135169
150,iskateley,67.6803,53.1512,2.3,92,100,6.69,RU,1729135170
151,harper,4.375,-7.7169,24.58,89,100,2.59,LR,1729135171
152,tshela,-4.9833,12.9333,22.84,96,100,0.68,CD,1729135172
153,mantua,45.1667,10.7833,15.55,96,100,4.02,IT,1729135171
154,kingston,17.997,-76.7936,25.53,83,75,2.06,JM,1729134974
155,at taj,24.2049,23.2857,20.4,43,0,3.36,LY,1729135176
156,gadzhiyevo,69.2551,33.3362,2.37,90,77,4.6,RU,1729135177
157,tongouson,5.0214,120.1328,28.15,74,100,1.41,PH,1729135178
158,smara,26.7384,-11.6719,22.41,78,72,4.85,EH,1729135179
159,san antonio de pale,-1.4014,5.6325,24.74,81,98,5.98,GQ,1729135092
160,la passe,45.5549,-0.8967,16.68,89,99,5.38,FR,1729135181
161,la sarre,48.8002,-79.1996,2.0,69,29,3.13,CA,1729135183
162,loushanguan,28.1375,106.82,17.41,92,100,0.49,CN,1729135184
163,st. john's,47.5649,-52.7093,7.21,92,20,6.17,CA,1729134919
164,awjilah,29.1081,21.2869,20.55,70,0,3.26,LY,1729135186
165,sosnogorsk,63.6023,53.8817,1.36,92,59,2.16,RU,1729135187
166,bereznik,62.8551,42.7072,-0.43,95,9,1.96,RU,1729135188
167,echague,16.7052,121.6724,28.53,75,91,1.13,PH,1729135189
168,port sudan,19.6175,37.2164,28.48,60,2,2.36,SD,1729135121
169,port saint john's,-31.6229,29.5448,15.43,83,2,5.92,ZA,1729135191
170,prado,-17.3411,-39.2208,23.26,93,100,5.31,BR,1729135193
171,olinda,-8.0089,-34.8553,26.85,69,75,4.12,BR,1729135194
172,pathein,16.7833,94.7333,29.1,80,100,1.08,MM,1729135195
173,taroa,8.7058,171.2275,27.07,79,100,4.74,MH,1729135196
174,kingori,-3.2833,36.9833,16.21,88,69,1.15,TZ,1729135197
175,hermanus,-34.4187,19.2345,14.89,92,40,4.98,ZA,1729135198
176,kodiak,57.79,-152.4072,7.73,53,0,4.63,US,1729135199
177,palora,-1.7,-77.9333,21.48,76,98,1.39,EC,1729135200
178,ustyuzhna,58.8394,36.4321,3.17,92,95,1.49,RU,1729135201
179,talnakh,69.4865,88.3972,-14.1,92,100,5.88,RU,1729135203
180,oshakati,-17.7833,15.6833,23.08,27,97,4.17,NA,1729135204
181,muroto-misakicho,33.2833,134.15,24.89,72,99,6.27,JP,1729135205
182,santa rosalia,27.3167,-112.2833,22.94,46,20,3.95,MX,1729135206
183,pangai,-19.8,-174.35,25.06,83,75,6.69,TO,1729135207
184,klaksvik,62.2266,-6.589,9.96,100,100,3.36,FO,1729135208
185,nagqu,31.5,92.0,5.65,22,95,5.1,CN,1729135209
186,kamigyo-ku,35.0295,135.7567,25.73,51,12,1.35,JP,1729135099
187,sanctuary point,-35.1114,150.629,20.28,61,11,6.43,AU,1729135211
188,guerrero negro,27.9769,-114.0611,18.63,80,72,4.94,MX,1729135099
189,dapaong,10.8639,0.205,24.61,80,100,2.2,TG,1729135214
190,guiuan,11.0333,125.7247,28.71,67,73,1.83,PH,1729135215
191,mount pearl,47.5166,-52.7813,6.85,93,20,6.17,CA,1729135216
192,eyl,7.9803,49.8164,25.53,86,65,4.83,SO,1729135217
193,utrik,11.2278,169.8474,28.71,76,96,6.53,MH,1729135218
194,hami,42.8,93.45,16.68,26,99,3.94,CN,1729135219
195,ulladulla,-35.35,150.4667,20.54,61,17,4.83,AU,1729135220
196,hammerfest,70.6634,23.6821,7.25,81,100,2.57,NO,1729135221
197,stanley,54.868,-1.6985,14.04,98,75,2.06,GB,1729135223
198,save,8.0425,2.486,22.83,96,100,0.84,BJ,1729135224
199,cullman,34.1748,-86.8436,5.36,87,0,0.0,US,1729135225
200,kiunga,-6.1219,141.2906,29.09,70,99,1.66,PG,1729135226
201,codrington,-38.2667,141.9667,25.74,57,100,7.18,AU,1729135227
202,sanya,18.2431,109.505,33.09,66,20,4.0,CN,1729135164
203,necochea,-38.5473,-58.7368,12.58,73,100,6.55,AR,1729135229
204,la punta,-33.1837,-66.3127,22.02,67,0,6.56,AR,1729135230
205,kandalaksha,67.162,32.4123,2.26,98,86,0.68,RU,1729135231
206,pimentel,-6.8367,-79.9342,17.16,88,40,7.2,PE,1729135233
207,saldanha,-33.0117,17.9442,15.03,96,10,3.36,ZA,1729135234
208,sabang,5.8933,95.3214,28.23,77,93,7.86,ID,1729135235
209,namibe,-15.1961,12.1522,19.29,83,93,3.08,AO,1729135236
210,aasiaat,68.7098,-52.8699,-11.54,83,7,4.14,GL,1729135237
211,tehuitzingo,18.3306,-98.2764,21.83,70,26,2.18,MX,1729135238
212,matozinhos,-19.5578,-44.0814,24.24,57,0,2.57,BR,1729135239
213,likiep,9.8251,169.3107,27.4,79,98,4.72,MH,1729135240
214,amahai,-3.3333,128.9167,28.28,75,99,3.78,ID,1729135241
215,faro,37.0194,-7.9322,15.88,88,0,3.6,PT,1729135205
216,khovd,48.0056,91.6419,6.32,54,100,0.68,MN,1729135244
217,tazacorte,28.629,-17.9293,21.75,78,75,8.05,ES,1729135245
218,kirakira,-10.4544,161.9205,28.66,78,89,1.47,SB,1729135246
219,rio grande,-32.035,-52.0986,15.1,91,0,3.11,BR,1729135021
220,yerofey pavlovich,53.9667,121.9667,0.05,51,100,2.85,RU,1729135248
221,arteche,12.2645,125.4048,31.01,59,77,2.78,PH,1729135249
222,kavaratti,10.5669,72.642,26.77,84,100,4.24,IN,1729135154
223,georgetown,5.4112,100.3354,31.96,66,20,2.57,MY,1729135156
224,longyearbyen,78.2186,15.6401,-1.09,86,75,2.57,SJ,1729135253
225,santa terezinha,-29.9002,-50.0904,16.95,84,0,0.52,BR,1729135254
226,kapuskasing,49.4169,-82.4331,5.05,75,75,4.12,CA,1729135255
227,aspen,39.1911,-106.8175,8.69,53,0,4.12,US,1729135256
228,tual,-5.6667,132.75,27.86,75,97,3.38,ID,1729135257
229,debre mark'os,10.35,37.7333,9.72,84,8,2.46,ET,1729135258
230,ararat,39.8317,44.7049,16.37,61,93,2.09,AM,1729135259
231,franklin,39.9667,-83.0166,4.13,90,20,0.0,US,1729134613
232,chernyshevskiy,63.0128,112.4714,-11.74,73,96,3.08,RU,1729135262
233,takum,7.2667,9.9833,22.19,97,100,1.38,NG,1729135263
234,jawhar,2.7809,45.5005,25.09,75,84,5.51,SO,1729135264
235,narvik,68.4384,17.4272,6.32,88,100,3.76,NO,1729135265
236,ngetkib,7.3645,134.5148,32.14,66,75,5.14,PW,1729135266
237,sydney,-33.8679,151.2073,26.3,57,4,5.14,AU,1729134507
238,tyuratam,45.6507,63.3156,5.67,70,66,2.48,KZ,1729135268
239,kavieng,-2.5744,150.7967,29.04,73,69,1.93,PG,1729135269
240,fonte boa,-2.4959,-66.2662,25.74,76,100,1.58,BR,1729135271
241,port douglas,-16.4833,145.4667,26.48,75,13,5.01,AU,1729135272
242,maragogi,-9.0122,-35.2225,23.73,84,90,4.71,BR,1729135273
243,dudinka,69.4058,86.1778,-9.61,80,100,10.33,RU,1729135240
244,robore,-18.3333,-59.75,24.25,74,30,1.86,BO,1729135275
245,beau vallon,-20.4189,57.6953,21.13,88,40,1.54,MU,1729135276
246,alotau,-10.3069,150.4462,30.96,61,100,3.24,PG,1729135277
247,corupa,-26.4253,-49.2431,20.81,99,99,1.3,BR,1729135278
248,alice springs,-23.7,133.8833,34.75,29,20,10.8,AU,1729135182
249,vilyuchinsk,52.9306,158.4028,9.15,61,77,5.05,RU,1729135280
250,susuman,62.7833,148.1667,-10.29,91,100,3.02,RU,1729135282
251,nicoya,10.1483,-85.452,23.63,94,100,0.52,CR,1729135283
252,usinsk,65.9939,57.5281,0.02,92,69,5.8,RU,1729135285
253,caiaponia,-16.9567,-51.8103,23.64,61,97,1.33,BR,1729135286
254,crane,31.3974,-102.3501,16.26,47,0,7.06,US,1729135287
255,roha,18.4333,73.1167,25.28,94,100,0.63,IN,1729135132
256,bulanik,39.0929,42.2703,11.54,79,77,2.68,TR,1729135289
257,zouerate,22.7187,-12.4521,28.04,25,62,4.25,MR,1729135290
258,cill airne,52.05,-9.5167,12.54,93,87,2.61,IE,1729135292
259,zheleznogorsk-ilimskiy,56.5768,104.1217,-10.53,78,100,4.49,RU,1729135293
260,pustoshka,56.3355,29.369,1.7,78,28,1.89,RU,1729135294
261,east ballina,-28.8667,153.5833,20.75,77,25,4.4,AU,1729135295
262,uray,60.1247,64.7758,0.59,68,97,2.49,RU,1729135296
263,kingscliff,-28.2667,153.5667,24.97,78,25,4.12,AU,1729135297
264,antonio enes,-16.2325,39.9086,23.23,78,92,6.51,MZ,1729135298
265,rakvere,59.3464,26.3558,4.75,92,78,3.24,EE,1729135299
266,mandalgovi,45.7625,106.2708,7.52,47,44,4.72,MN,1729135300
267,qaqortoq,60.7167,-46.0333,-0.47,49,100,3.48,GL,1729135302
268,plastun,44.7561,136.2939,14.74,27,3,2.7,RU,1729135303
269,ugoofaaru,5.6667,73.0,27.89,77,82,6.19,MV,1729135274
270,xiaoweizhai,26.1903,107.5125,22.44,83,93,3.76,CN,1729135305
271,trondheim,63.4305,10.3951,13.03,65,100,0.45,NO,1729135306
272,pandharpur,17.6667,75.3333,26.84,74,64,4.12,IN,1729135307
273,kerikeri,-35.2268,173.9474,15.87,58,100,3.97,NZ,1729135042
274,whitefish,48.4111,-114.3376,10.56,69,20,6.69,US,1729135309
275,ziro,27.6333,93.8333,16.04,81,70,0.72,IN,1729135310
276,antsohihy,-14.8796,47.9875,23.73,81,39,1.22,MG,1729135311
277,bintulu,3.1667,113.0333,24.23,94,40,2.57,MY,1729135029
278,keflavik,64.0049,-22.5624,5.24,93,100,1.54,IS,1729135314
279,east london,-33.0153,27.9116,16.52,77,0,4.12,ZA,1729135315
280,bodaybo,57.8506,114.1933,-9.0,66,100,5.73,RU,1729135316
281,san matias,-16.3667,-58.4,25.18,68,100,1.48,BO,1729135317
282,vikhorevka,56.1201,101.1636,-7.31,57,36,4.08,RU,1729135247
283,baruun-urt,46.6806,113.2792,5.66,54,28,5.54,MN,1729135319
284,codajas,-3.8367,-62.0569,27.44,59,55,0.92,BR,1729135321
285,yeniseysk,58.4497,92.1703,-4.18,53,23,0.24,RU,1729135322
286,kailua-kona,19.6406,-155.9956,28.98,75,20,4.12,US,1729135324
287,punta arenas,-53.15,-70.9167,9.06,81,100,4.12,CL,1729135254
288,timimoun,29.2639,0.231,23.21,28,0,2.57,DZ,1729135326
289,sibenik,43.7272,15.9058,18.54,87,100,0.89,HR,1729135327
290,meulaboh,4.1363,96.1285,27.57,80,27,1.52,ID,1729135328
291,ust'-ilimsk,58.0006,102.6619,-9.16,72,87,4.83,RU,1729135329
292,tromso,69.6496,18.957,9.01,71,100,4.12,NO,1729135330
293,misliyah,17.4599,42.5572,28.65,69,66,1.39,SA,1729135331
294,pader,3.05,33.2167,18.97,92,100,1.27,UG,1729135332
295,khlung,12.4547,102.2214,30.18,85,95,0.61,TH,1729135333
296,rongelap,11.1635,166.8941,28.4,78,96,4.9,MH,1729135334
297,halifax,44.6453,-63.5724,5.81,86,70,2.68,CA,1729134716
298,newman,37.3138,-121.0208,18.92,73,4,0.89,US,1729135337
299,brookings,44.3114,-96.7984,12.0,33,0,9.77,US,1729135338
300,gypsum,39.6469,-106.9517,11.15,49,100,1.54,US,1729135170
301,mermoz boabab,14.7065,-17.4758,26.88,94,20,3.09,SN,1729135340
302,banlung,13.7468,107.0045,30.08,60,50,0.55,KH,1729135342
303,macapa,0.0389,-51.0664,27.99,83,20,3.6,BR,1729135267
304,extrema,-22.8547,-46.3183,16.8,93,28,1.45,BR,1729135344
305,kaiama,9.6225,3.9481,22.77,91,100,1.82,NG,1729135345
306,pangoa,-12.1167,-73.0,19.94,97,68,1.48,PE,1729135346
307,susanville,40.4163,-120.653,7.68,89,23,0.45,US,1729135347
308,muniz freire,-20.4642,-41.4131,19.56,81,8,2.23,BR,1729135348
309,norilsk,69.3535,88.2027,-12.86,92,100,4.94,RU,1729135349
310,pauini,-7.7136,-66.9764,23.96,76,99,0.53,BR,1729135350
311,north bend,43.4065,-124.2243,11.8,100,0,0.0,US,1729135098
312,katabu,-4.9333,122.5167,33.47,42,57,1.39,ID,1729135353
313,coquimbo,-29.9533,-71.3436,10.85,93,0,3.09,CL,1729135354
314,yayva,59.3303,57.2641,0.84,98,100,1.32,RU,1729135355
315,zomba,-15.386,35.3188,15.3,83,100,2.24,MW,1729135356
316,port lincoln,-34.7333,135.8667,17.62,84,100,6.94,AU,1729135357
317,canutama,-6.5339,-64.3831,27.13,60,89,1.09,BR,1729135358
318,buritizeiro,-17.3511,-44.9622,23.03,66,100,1.13,BR,1729135310
319,porto novo,6.4965,2.6036,26.9,92,100,1.57,BJ,1729135360
320,kindu,-2.95,25.95,20.41,99,100,0.31,CD,1729135362
321,fort st. john,56.2499,-120.8529,5.94,61,40,8.23,CA,1729135363
322,isangel,-19.55,169.2667,26.06,73,75,2.57,VU,1729135365
323,shalkar,47.8288,59.6258,4.61,44,100,2.55,KZ,1729135366
324,aitape,-3.1374,142.3475,30.55,62,35,3.32,PG,1729135367
325,tianpeng,30.9866,103.9393,20.24,67,0,1.28,CN,1729135368
326,nolinsk,57.5596,49.9363,3.85,97,100,0.79,RU,1729135369
327,bom jesus,-9.0744,-44.3586,27.1,54,84,0.67,BR,1729135370
328,flin flon,54.7682,-101.865,7.43,66,100,4.67,CA,1729135372
329,nynashamn,58.9034,17.9479,10.26,79,47,8.38,SE,1729135373
330,tocopilla,-22.092,-70.1979,18.5,71,0,2.8,CL,1729135089
331,polyarnyy,69.1989,33.4478,2.51,88,78,4.33,RU,1729135376
332,tarawa,1.419,172.984,31.05,74,40,2.57,KI,1729135377
333,lata,40.1629,-8.3327,11.17,94,63,1.41,PT,1729135378
334,chui,-33.6971,-53.4616,11.7,95,5,1.91,UY,1729135379
335,almeirim,-1.5233,-52.5817,27.02,62,29,2.71,BR,1729135380
